# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
1842439709,4551484157,12.47
4551484157,1840275452,47.77
1840275452,1946518400,28.69
1946518400,6883585604,43.06
6883585604,1946518249,6.81
1946518249,6946165154,81.69
6946165154,12997137332,86.43
12997137332,6274653706,3.37
6274653706,1840275642,11.31
2987973041,2987973042,11.42
2987973042,2987973041,11.42
2987973042,2987973043,5.42
2987973043,2987973042,5.42
2987973043,2987973044,4.41
2987973044,2987973043,4.41
2987973044,2987973045,4.20
2987973045,2987973044,4.20
2987973045,2987973046,4.29
2987973046,2987973045,4.29
2987973046,6949711649,22.61
6949711649,2987973046,22.61
6949711649,11196859463,8.22
11196859463,6949711649,8.22
11196859463,4623649386,5.06
4623649386,11196859463,5.06
1841668994,1841668998,6.18
1841668998,4551140776,5.84
4551140776,1841669000,6.71
12473464729,6312733649,15.87
6312733649,12473464729,15.87
6312733649,5295465143,16.08
5295465143,6312733649,16.08
5295465143,6883322169,39.79
6883322169,5295465143,39.79
6883322169,6326554733,48.91
6326554733,6883322169,48.91
6326554733,6326554714,11.94
6326554714,6326554733,11.94
6326554714,4658918420,19.35
4658918420,6326554714,19.35
4658918420,6952833305,13.29
6952833305,4658918420,13.29
6952833305,6326523261,31.58
6326523261,6952833305,31.58
6326523261,6821122984,71.97
6821122984,6326523261,71.97
6821122984,1842432783,10.27
1842432783,6821122984,10.27
1842432783,4658918030,99.44
4658918030,1842432783,99.44
4658918030,1842432784,40.05
1842432784,4658918030,40.05
1842449692,1842439702,6.56
1842439702,1842449692,6.56
1842439702,4551484149,24.84
4551484149,1842439702,24.84
4551484149,11341732612,7.85
11341732612,4551484149,7.85
11341732612,1842439703,4.46
1842439703,11341732612,4.46
1842439703,6882933145,13.55
6882933145,1842439703,13.55
6882933145,4551484148,9.14
4551484148,6882933145,9.14
4551484148,1843028674,14.99
1843028674,4551484148,14.99
1842449778,6938555174,10.26
6938555174,1842446691,9.69
1842446691,6959218912,4.14
6959218912,4551141129,8.02
4551141129,6938555172,10.80
6938555172,1842446694,11.55
1842446694,4655550902,55.70
4655550902,5297635248,10.25
5297635248,4655550702,26.36
4655550702,1847297877,37.96
1847297877,1842446699,38.68
1842446699,1847297802,33.56
1847297802,1847297696,26.46
1847297696,6879759330,22.98
6879759330,1847297804,45.41
1847297804,4655550726,37.41
4655550726,12985459155,36.38
12985459155,6879759316,2.34
6879759316,6879759314,8.94
6879759314,6317624540,10.37
1842446672,12088007408,26.61
12088007408,4655549703,4.39
4655549703,11384609711,11.13
11384609711,4655759596,35.79
4655759596,11341846494,6.79
11341846494,11382509223,37.08
11382509223,4551141122,9.86
4551141122,4551141120,8.55
4551141120,11384609715,12.11
11384609715,6959218907,24.97
