# ROAD NETWORK GRAPH - TOKYO
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 4,968; E = 10,620;
source,target,weight
4506648463,475368603,38.44
475368603,4506648463,38.44
475368603,475368605,36.83
475368605,475368603,36.83
475368607,475368612,11.84
475368612,475368607,11.84
475368612,475368610,31.85
475368610,475368612,31.85
475368610,475368608,30.16
475368608,475368610,30.16
475368614,475368809,60.97
475368809,475368614,60.97
475368809,1665929774,36.93
1665929774,475368809,36.93
1665929774,475368811,12.10
475368811,1665929774,12.10
475368811,475368617,66.47
475368617,475368811,66.47
475368617,475368615,24.36
475368615,475368617,24.36
475368617,475368619,19.77
475368619,475368617,19.77
475368622,475368815,12.59
475368815,475368622,12.59
475368815,475368621,45.92
475368621,475368815,45.92
475368623,475369183,69.58
475369183,475368623,69.58
475369183,475369177,62.24
475369177,475369183,62.24
475369177,8294171362,12.06
8294171362,475369177,12.06
8294171362,5899162688,26.12
5899162688,8294171362,26.12
5899162688,8294171358,32.64
8294171358,5899162688,32.64
8294171358,6743480340,2.40
6743480340,8294171358,2.40
6743480340,8294171357,2.96
8294171357,6743480340,2.96
8294171357,8294171355,6.58
8294171355,8294171357,6.58
8294171355,6743480344,1.77
6743480344,8294171355,1.77
6743480344,8294171356,1.71
8294171356,6743480344,1.71
8294171356,6276840048,4.18
6276840048,8294171356,4.18
6276840048,475368624,4.93
475368624,6276840048,4.93
366924640,4384718920,6.38
4384718920,366924640,6.38
4384718920,12666469791,11.14
12666469791,4384718920,11.14
12666469791,2195288007,10.58
2195288007,12666469791,10.58
2195288007,2196826970,15.03
2196826970,2195288007,15.03
2196826970,6497734520,5.34
6497734520,2196826970,5.34
6497734520,8908676214,31.42
8908676214,6497734520,31.42
8908676214,832286011,7.90
832286011,8908676214,7.90
832286011,8908676213,6.97
8908676213,832286011,6.97
8908676213,2196826860,6.29
2196826860,8908676213,6.29
2196826860,3817871241,47.88
3817871241,2196826860,47.88
3817871241,475369233,35.00
475369233,3817871241,35.00
475368612,6170421230,68.30
6170421230,475368612,68.30
6170421230,475368753,6.27
475368753,6170421230,6.27
475368610,6170421231,53.39
6170421231,475368610,53.39
6170421231,475368755,5.89
475368755,6170421231,5.89
475368773,4716623586,67.81
4716623586,475368771,10.87
475368784,475368785,50.08
475368785,475368784,50.08
475368786,475368787,49.74
475368787,475368786,49.74
475368780,475368788,129.35
475368788,475368780,129.35
475368777,475368789,32.95
